,id,description,mpn,total_stock,batch_average,time_average,last_batch,risk,rop_estimate
611,ezqtt5yazwhe78k9n501q7dec6,Cap Ceramic 10uF 16V X5R 10% SMD 0805 85°C Embossed T/R,GRM21BR61C106KE15K,1672,-216.0,28.0,102,Low,189.0
612,exvp3qd4f8jam9mwvj61rv2sxj,Contact for details,CCSMA-MM-RG174-24,3,-39.0,0.0,25,Low - not enough data,-32.0
613,f3s9ysnyr4g2w9w48aezqcms5x,CW310-K410T Kit - NORMAL (COMPLETE KIT)  includes acc pack for K410T (spare fan),,2,-2.0,41.0,153,Low,34.0
614,fmdzmbakqcg449g1ebqw9mw60c,8-Bit Bidirectional Low-voltage Translator 20-TSSOP -40 to 85,SN74GTL2003PWR,193,-27.1,22.1,4,Low,147.70000000000002
615,d5ym44tdqegfnahmhhxbyxn4d8,44TQFP IND TEMP GREEN 1.6-3.6V,ATXMEGA128D4-AU,125,-47.6,24.6,6,Low,42.2
616,fdj50wdth2h5j9kry98gz7p7j8,Conn Unshrouded Header HDR 30 POS 1.27mm Solder ST Top Entry SMD Tube,20021121-00030T4LF,15,-10.0,0.0,283,Low - not enough data,-7.0
617,f31js767z4hkh9kebwhqtwprdy,RF Amp Chip Single GP 2.2GHz 3.6V 6-Pin TSSOP T/R,"BGA2801,115",271,-58.0,0.0,325,Low - not enough data,-7.0
618,fxnfmdh3sejg48r8f9awwmqcjp,Conn DIP Socket SKT 28 POS 2.54mm Solder ST Thru-Hole Tube,1-2199298-9,15,-10.6,39.5,12,Low,32.5
619,fhnm0pv8zmjnx9nbammn0bc0w2,TLV8542 RRIO Nanopower Operational Amplifier for Cost-Optimized Systems 1.7V to 3.6V 8-Pin SOIC T/R,TLV8542DR,62,-37.333333333333336,224.0,54,Low,217.0
620,f9kq9ds1cwkaz8tk0ezw3n1b73,LED GREEN CLEAR 0603 SMD,APT1608CGCK,1158,-91.74074074074075,14.75,59,Low,170.0
621,dhd4neaakmhdfaxabhjn9y7rfy,Backshell (90 deg) Orientation 2 : rotated 180 degrees),,5,-1.666666666666666,0.0,19,Low - not enough data,-7.0
622,fd6ncxaw7pk449f3xz2anfp5hj,"ULINE SOFT FOAM SHEETS- CHARCOAL, 1"" THICK,12 X 12""",S-12839,0,-66.07407407407408,15.75,125,High - overdue for batch,-116.0
623,fgebm0784rkah8ax25prx9h8as,RF/Coaxial Connector; Connector Type: SMA Coaxial; Impedance: 50ohm ; RoHS Compliant: Yes,132331,118,-34.26421052631579,9.913333333333332,10,Medium,22.739999999999995
624,dpsk10s08yg42bvdssg74xgpnq,CHIPSHOUTER LABEL BOTTOM LABEL,,100,-71.13333333333334,53.5,140,Low,46.5
625,dq7agpfsnej7zadfh5xdkgt2kt,SOCKET 7 MM SOLDER TAIL SINGLE,801-87-020-10-001101,5,-4.0,0.0,325,Low - not enough data,-7.0
626,dqhgfhf2bghhaakhy1dw5htm1g,PINK FOAM THINNER (24X24X1/4),,0,-10.0,15.0,276,High - overdue for batch,-268.0
627,ffhr2d7secjjcbbzsebpd7y8kv,"4-40 Screw, 3/8"", Stainless Steel CAP HEAD",92196A108,924,-120.82410084033613,6.566239316239316,7,Low,38.96367521367521
628,fwbgtgvprajp5b1mqfbtdfx5b2,PicoEmp (TESTED),,0,-11.0,0.0,332,Low - not enough data,-339.0
629,fph5epjc8jjgkae5nkpbe6cqxj,STICKER MULE,,18,-36.666666666666664,11.5,108,High - overdue for batch,-103.0
630,dsa4xckr5rkrx8ez83catyznc8,"CAP, MLCC, 10NF, 50V, X7R, 0603, REEL; Product Range:MULTICOMP - MC Series; Capacitance:0.01µF; Capacitance Tolerance:± 10%; Dielectric Characteristic:X7R; Voltage Rating:50V; Capacitor Case Style:0603 [1608 Metric]; Operating Temperature Min:-55°C; Operating Temperature Max:125°C; Packaging:Full Reel; MSL:(Not Available); SVHC:No SVHC (20-Jun-2013); Capacitor Terminals:SMD",MC0603B103K500CT,16,-32.0,0.0,101,Low - not enough data,-108.0
631,fzx6ryn4rwjsa9zcamzq7bveyr,Conn Unshrouded Header HDR 4 POS 2.54mm Solder ST Top Entry Thru-Hole BergStik® Bulk,67996-104HLF,77,-25.0,0.0,91,Low - not enough data,-7.0
632,e2686tkej8hqb8z9cd1w53ygy4,Power Supply AC-DC Multi Plug Adapter 12W Output Jack Level VI,VER12US050-JA,30,-12.366666666666667,8.0,2,High,9.0
633,fyp5vxmcgwhwcacb8hjc3bq44c,Inductor Power Unshielded Wirewound 15uH 10% 1MHz Ferrite 0.3A 0.754Ohm DCR 1210 T/R,LQH32DN150K53L,1221,-20.0,0.0,54,Low - not enough data,-7.0
634,e67hp4b0fgjsvbsyyfg5kq891c,1MM/CW COMPLETED,,6,-9.092948717948717,21.59920634920635,31,High - overdue for batch,-16.0
635,er19wqw952j25812646ce77pxb,"10 x 12"" 4 Mil Anti-Static Reclosable Poly Bags",S-7625,459,-12.963458110516934,14.908333333333333,31,Low,514.7916666666666
636,etsys4jhtakb79p4naa96e9g16,"INTERCHANGEABLE AC INPUT PLUG, BLK, EU",ACM PLUG EU,5,-9.166666666666666,16.029166666666665,53,High - overdue for batch,-43.0
637,f3rqzvy690h30981egn79xnag5,Conn IDC Connector SKT 30 POS 1.27mm IDT RA Side Entry Cable Mount Tube,FFSD-15-01-N,8,-1.5,13.0,201,Low,58.0
638,f96xs2b0k6gyz9b6atn82qwg6z,KRM Series 2220 0.47 uF 630 V ±20% X7R Metal Terminal Multilayer Ceramic Capacitor,KRM55TR72J474MH01K,259,-100.0,0.0,69,Low - not enough data,-7.0
639,fap6zba9ycjcv9x4g3xw04tt9k,"Passivated 18-8 Stainless Steel Phillips Flat Head Screw, M3 x 0.5 mm Thread, 6 mm Long",92010A116,158,-21.5,53.5,31,Low,367.5
640,fdkmcbq8cak5zbs8mp8ed7zdvw,Res Thick Film 0805 49.9 Ohm 1% 0.4W ±100ppm/C Pad SMD Automotive T/R,ESR10EZPF49R9,0,-140.0,197.0,130,Low,60.0
641,fj5pyyx5bgksnbre6wm2zntmha,,,576,-34.913333333333334,18.425,2,Low,287.8
642,fn85ta1shph2j9vh20sq0k76st,BallisticGel CW521 REV. 04 -NPCA,,15,-11.67,47.44444444444445,0,Low,40.44444444444445
643,fnssbkg9srjv59jwkxyt8qd1fv,"Cable 14POS Socket to Socket 3""",D89114-0131HK-3365/14-D-3,36,-9.375,90.0,53,Low,263.0
